,767494,768238,768230,767610,767495,762347,716899,715933,763237,716971,718092,759648,759685,759942,773630,759172,717004,759783,716949,716928,716906,762398,718410,764249,759280,765098,717105,768173,718118,717257,774744,774743,717238,717187,774441,717091,717055,776177,763341,759259,771253,771268,771441,771453,771553,771254,763563,764089,718048,768779,774855,774827,717262,773222,717312,717334,774164,766843,765461,766622,718126,773422,773316,717270,764418,767166,766673,766685,716271,716272,716296,717439,773363,773362,766211,718327,764425,773023,717452,769418,717501,717517,772340,764921,767810,764848,772564,717520,717499,769405,717450,773062,760080,716440,760330,716470,760358,716450,716422,716402,763498,763512,774704,764032,767768,767767,763246,763309,775752,760686,760812,764185,717530,766138,766153,766167,717537,760706,760921,717554,775961,775975,775949,761016,773927,717606,717603,773906,773939,765604,764430,717614,764101,770599,770024,769847,717638,769701,772932,768026,768041,768055,718047,717674,717663,717622,770187,770598,771826,717719,716659,717763,769496,775261,767351,772024,772025,771807,717807,716719,718287,718275,774327,718240,771825,717831,773712,717857,717893,717945,773807,773784,764021,764001,717842,717832,774523,717968,718147,776188,776197,718017,761776,774389,774524
767494,-,"[{148.51999999999998: 0.0, 39.9964093357271: 0.0, 23.10995850622406: 0.001488095238095238, 16.249452954048135: 0.002976190476190476, 12.529808773903259: 0.00744047619047619, 10.195881006864985: 0.012896825396825396, 8.594907407407405: 0.03819444444444445, 7.428476158719572: 0.3556547619047619, 6.540810334703463: 0.5813492063492064, 5.842643587726198: 0.0, 'ID': 'freeway', 'start': 767494, 'end': 768238}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{5.187851700587691: 0.005, 7.184157172957712: 0.017, 9.180462645327733: 0.1, 11.176768117697755: 0.205, 13.173073590067776: 0.259, 15.169379062437796: 0.234, 17.165684534807816: 0.119, 19.161990007177838: 0.047, 21.15829547954786: 0.012, 23.154600951917878: 0.002, 'ID': 'non-freeway', 'start': 767494, 'end': 773023}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
768238,-,-,-,-,-,-,-,-,-,"[{9.72882612154644: 0.01, 13.103516891789727: 0.031, 16.478207662033014: 0.08, 19.8528984322763: 0.18, 23.22758920251959: 0.229, 26.602279972762876: 0.237, 29.976970743006163: 0.167, 33.351661513249454: 0.048, 36.72635228349274: 0.013, 40.10104305373602: 0.005, 'ID': 'non-freeway', 'start': 768238, 'end': 716971}]",-,-,-,-,-,-,-,"[{6.3723049360452: 0.003, 10.837437952671404: 0.023, 15.302570969297609: 0.063, 19.767703985923813: 0.122, 24.232837002550017: 0.242, 28.69797001917622: 0.257, 33.16310303580242: 0.175, 37.62823605242863: 0.082, 42.09336906905483: 0.03, 46.55850208568104: 0.003, 'ID': 'non-freeway', 'start': 768238, 'end': 759783}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{26.33316301637193: 0.005, 27.048357067490475: 0.023, 27.763551118609023: 0.08, 28.478745169727567: 0.185, 29.19393922084611: 0.27, 29.909133271964656: 0.234, 30.624327323083204: 0.141, 31.339521374201748: 0.049, 32.054715425320296: 0.011, 32.76990947643884: 0.002, 'ID': 'non-freeway', 'start': 768238, 'end': 767768}]","[{5.0101889450302295: 0.004, 8.995050375612676: 0.017, 12.979911806195123: 0.069, 16.96477323677757: 0.177, 20.949634667360016: 0.237, 24.934496097942464: 0.253, 28.919357528524912: 0.15, 32.904218959107354: 0.063, 36.88908038968981: 0.026, 40.87394182027225: 0.004, 'ID': 'non-freeway', 'start': 768238, 'end': 767767}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{5.036204970164736: 0.001, 9.116656327710244: 0.004, 13.197107685255752: 0.031, 17.277559042801258: 0.082, 21.358010400346767: 0.184, 25.438461757892274: 0.287, 29.518913115437783: 0.216, 33.5993644729833: 0.14, 37.679815830528796: 0.049, 41.76026718807431: 0.006, 'ID': 'non-freeway', 'start': 768238, 'end': 773927}]","[{0.12628755034533157: 0.020100502512562814, 4.276600863789134: 0.0592964824120603, 8.426914177232936: 0.12261306532663317, 12.577227490676737: 0.19698492462311556, 16.72754080412054: 0.24623115577889448, 20.877854117564343: 0.19396984924623115, 25.028167431008143: 0.10251256281407035, 29.178480744451946: 0.044221105527638194, 33.32879405789575: 0.009045226130653266, 37.47910737133955: 0.005025125628140704, 'ID': 'non-freeway', 'start': 768238, 'end': 717606}]","[{0.020471165544414305: 0.029292929292929294, 4.579308090412917: 0.06060606060606061, 9.13814501528142: 0.13434343434343435, 13.696981940149923: 0.1898989898989899, 18.255818865018426: 0.18888888888888888, 22.814655789886928: 0.1898989898989899, 27.373492714755432: 0.10909090909090909, 31.932329639623937: 0.06464646464646465, 36.49116656449244: 0.029292929292929294, 41.05000348936094: 0.00404040404040404, 'ID': 'non-freeway', 'start': 768238, 'end': 717603}]","[{5.974556922292759: 0.011, 9.596637530715785: 0.037, 13.218718139138812: 0.121, 16.840798747561838: 0.185, 20.462879355984864: 0.221, 24.08495996440789: 0.205, 27.707040572830916: 0.142, 31.329121181253942: 0.056, 34.95120178967697: 0.017, 38.57328239809999: 0.005, 'ID': 'non-freeway', 'start': 768238, 'end': 773906}]",-,-,-,-,-,-,-,"[{0.027416089617934958: 0.12984054669703873, 3.0601368874167267: 0.1845102505694761, 6.0928576852155185: 0.1856492027334852, 9.12557848301431: 0.16173120728929385, 12.158299280813102: 0.1662870159453303, 15.191020078611894: 0.10136674259681093, 18.223740876410687: 0.0387243735763098, 21.256461674209476: 0.015945330296127564, 24.28918247200827: 0.011389521640091117, 27.32190326980706: 0.004555808656036446, 'ID': 'non-freeway', 'start': 768238, 'end': 769847}]",-,-,-,-,-,-,-,-,-,"[{14.417138429308753: 0.006, 15.014632340113783: 0.024, 15.612126250918813: 0.064, 16.20962016172384: 0.176, 16.807114072528872: 0.225, 17.404607983333904: 0.226, 18.00210189413893: 0.153, 18.59959580494396: 0.079, 19.19708971574899: 0.037, 19.794583626554022: 0.01, 'ID': 'non-freeway', 'start': 768238, 'end': 717622}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
768230,-,-,-,"[{22.519999999999953: 0.0, 6.064631956912016: 0.0, 3.5041493775933534: 0.0, 2.4638949671772377: 0.0, 1.8998875140607383: 0.0, 1.5459954233409579: 0.000992063492063492, 1.3032407407407378: 0.050595238095238096, 1.1263754584861596: 0.9464285714285714, 0.9917792131532569: 0.001984126984126984, 0.885916601101493: 0.0, 'ID': 'freeway', 'start': 768230, 'end': 767610}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{3.1036911409865127: 0.011, 7.772256203879375: 0.061, 12.440821266772238: 0.129, 17.1093863296651: 0.224, 21.777951392557963: 0.257, 26.446516455450826: 0.18, 31.115081518343686: 0.101, 35.78364658123655: 0.028, 40.45221164412941: 0.007, 45.12077670702227: 0.002, 'ID': 'non-freeway', 'start': 768230, 'end': 717603}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767610,-,-,-,-,"[{126.0: 0.0, 33.93177737881508: 0.0, 19.605809128630707: 0.0, 13.785557986870897: 0.0, 10.62992125984252: 0.0, 8.649885583524028: 0.001488095238095238, 7.291666666666668: 0.03373015873015873, 6.302100700233411: 0.6577380952380952, 5.549031121550206: 0.3070436507936508, 4.956726986624705: 0.0, 'ID': 'freeway', 'start': 767610, 'end': 767495}]",-,-,-,-,"[{0.022454134612169163: 0.02735562310030395, 1.7123498717051295: 0.0729483282674772, 3.40224560879809: 0.14893617021276595, 5.09214134589105: 0.22188449848024316, 6.782037082984011: 0.22796352583586627, 8.471932820076972: 0.1458966565349544, 10.16182855716993: 0.09523809523809523, 11.85172429426289: 0.04154002026342452, 13.541620031355851: 0.017223910840932118, 15.231515768448812: 0.0010131712259371835, 'ID': 'non-freeway', 'start': 767610, 'end': 716971}]",-,-,-,-,-,-,-,"[{17.614097618926223: 0.005, 18.36157211503366: 0.03, 19.109046611141096: 0.107, 19.856521107248533: 0.212, 20.603995603355965: 0.276, 21.351470099463402: 0.223, 22.09894459557084: 0.115, 22.846419091678275: 0.026, 23.593893587785708: 0.004, 24.341368083893144: 0.002, 'ID': 'non-freeway', 'start': 767610, 'end': 759783}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{2.870510090420483: 0.003, 5.034211711906855: 0.02, 7.1979133333932275: 0.092, 9.361614954879599: 0.213, 11.525316576365972: 0.259, 13.689018197852343: 0.242, 15.852719819338716: 0.135, 18.01642144082509: 0.029, 20.18012306231146: 0.006, 22.343824683797834: 0.001, 'ID': 'non-freeway', 'start': 767610, 'end': 767768}]","[{22.945259233603707: 0.015, 23.631704170735905: 0.045, 24.318149107868102: 0.13, 25.004594045000296: 0.23, 25.691038982132493: 0.281, 26.37748391926469: 0.181, 27.06392885639689: 0.081, 27.750373793529086: 0.031, 28.43681873066128: 0.004, 29.123263667793477: 0.002, 'ID': 'non-freeway', 'start': 767610, 'end': 767767}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{0.13770122199063017: 0.05834186284544524, 2.666394186320007: 0.10747185261003071, 5.195087150649384: 0.1617195496417605, 7.72378011497876: 0.20573183213920163, 10.252473079308137: 0.2016376663254862, 12.781166043637514: 0.1187308085977482, 15.30985900796689: 0.0849539406345957, 17.838551972296266: 0.037871033776867964, 20.367244936625646: 0.016376663254861822, 22.89593790095502: 0.007164790174002047, 'ID': 'non-freeway', 'start': 767610, 'end': 773927}]","[{0.038302823169673594: 0.1953727506426735, 3.4060088031862166: 0.19023136246786632, 6.7737147832027595: 0.2326478149100257, 10.141420763219301: 0.17866323907455012, 13.509126743235846: 0.10796915167095116, 16.876832723252388: 0.055269922879177376, 20.24453870326893: 0.02570694087403599, 23.612244683285475: 0.010282776349614395, 26.979950663302017: 0.0012853470437017994, 30.347656643318558: 0.002570694087403599, 'ID': 'non-freeway', 'start': 767610, 'end': 717606}]","[{0.0431172112216025: 0.028484231943031537, 4.760269442409122: 0.05798575788402848, 9.477421673596641: 0.10071210579857579, 14.19457390478416: 0.15768056968463887, 18.91172613597168: 0.18413021363173956, 23.6288783671592: 0.17497456765005087, 28.34603059834672: 0.1373346897253306, 33.06318282953424: 0.09969481180061038, 37.780335060721754: 0.03255340793489318, 42.49748729190928: 0.026449643947100712, 'ID': 'non-freeway', 'start': 767610, 'end': 717603}]","[{0.000985812784605855: 0.07251082251082251, 1.7066289544743505: 0.1461038961038961, 3.412272096164095: 0.18181818181818182, 5.11791523785384: 0.1774891774891775, 6.823558379543584: 0.15800865800865802, 8.529201521233329: 0.10930735930735931, 10.234844662923074: 0.07900432900432901, 11.940487804612818: 0.045454545454545456, 13.646130946302563: 0.020562770562770564, 15.351774087992307: 0.00974025974025974, 'ID': 'non-freeway', 'start': 767610, 'end': 773906}]",-,-,-,-,-,-,-,"[{0.00011860124562623753: 0.11293859649122807, 4.267260225684959: 0.16228070175438597, 8.534401850124292: 0.22697368421052633, 12.801543474563625: 0.17543859649122806, 17.068685099002955: 0.15570175438596492, 21.33582672344229: 0.09210526315789473, 25.60296834788162: 0.03837719298245614, 29.870109972320954: 0.023026315789473683, 34.13725159676029: 0.010964912280701754, 38.40439322119962: 0.0021929824561403508, 'ID': 'non-freeway', 'start': 767610, 'end': 769847}]",-,-,-,-,-,-,-,-,-,"[{0.04486541421066548: 0.17701149425287357, 3.736712298763025: 0.18850574712643678, 7.428559183315384: 0.167816091954023, 11.120406067867744: 0.15632183908045977, 14.812252952420103: 0.1528735632183908, 18.50409983697246: 0.08735632183908046, 22.195946721524823: 0.04252873563218391, 25.88779360607718: 0.013793103448275862, 29.57964049062954: 0.010344827586206896, 33.271487375181906: 0.0034482758620689655, 'ID': 'non-freeway', 'start': 767610, 'end': 717622}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767495,-,-,-,-,-,-,-,-,"[{7.722131959820096: 0.017, 9.538766955985484: 0.034, 11.355401952150872: 0.091, 13.17203694831626: 0.196, 14.988671944481649: 0.229, 16.805306940647036: 0.194, 18.621941936812423: 0.154, 20.43857693297781: 0.062, 22.2552119291432: 0.016, 24.071846925308588: 0.007, 'ID': 'non-freeway', 'start': 767495, 'end': 763237}]",-,-,-,-,-,-,-,-,-,"[{0.013047851932981303: 0.1925925925925926, 3.903499084345327: 0.21358024691358024, 7.793950316757673: 0.2, 11.684401549170019: 0.15308641975308643, 15.574852781582365: 0.11851851851851852, 19.46530401399471: 0.0691358024691358, 23.355755246407057: 0.03580246913580247, 27.246206478819403: 0.011111111111111112, 31.13665771123175: 0.0024691358024691358, 35.027108943644095: 0.003703703703703704, 'ID': 'non-freeway', 'start': 767495, 'end': 716949}]",-,-,-,-,-,"[{0.3937538222817665: 0.043522267206477734, 5.312162784565751: 0.0931174089068826, 10.230571746849735: 0.12753036437246965, 15.14898070913372: 0.18724696356275303, 20.067389671417704: 0.20040485829959515, 24.985798633701688: 0.16700404858299595, 29.904207595985675: 0.09817813765182186, 34.82261655826966: 0.053643724696356275, 39.74102552055364: 0.02125506072874494, 44.659434482837625: 0.008097165991902834, 'ID': 'non-freeway', 'start': 767495, 'end': 759280}]",-,-,-,-,-,-,-,-,-,-,-,"[{0.13154425041252438: 0.044897959183673466, 5.192999198907295: 0.06836734693877551, 10.254454147402067: 0.1683673469387755, 15.315909095896838: 0.20714285714285716, 20.37736404439161: 0.20816326530612245, 25.43881899288638: 0.15306122448979592, 30.500273941381153: 0.08775510204081632, 35.56172888987592: 0.03877551020408163, 40.62318383837069: 0.017346938775510204, 45.68463878686546: 0.006122448979591836, 'ID': 'non-freeway', 'start': 767495, 'end': 717055}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{11.547589256162277: 0.005, 12.189178790603831: 0.043, 12.830768325045383: 0.122, 13.472357859486937: 0.206, 14.113947393928491: 0.222, 14.755536928370045: 0.231, 15.397126462811597: 0.12, 16.03871599725315: 0.036, 16.680305531694703: 0.013, 17.321895066136257: 0.002, 'ID': 'non-freeway', 'start': 767495, 'end': 773023}]","[{0.000804604079538862: 0.17064439140811455, 3.584201761158355: 0.24343675417661098, 7.1675989182371715: 0.24224343675417662, 10.750996075315987: 0.1873508353221957, 14.334393232394804: 0.09069212410501193, 17.917790389473623: 0.0477326968973747, 21.501187546552437: 0.014319809069212411, 25.08458470363125: 0.002386634844868735, 28.66798186071007: 0.0, 32.251379017788885: 0.0011933174224343676, 'ID': 'non-freeway', 'start': 767495, 'end': 717452}]",-,-,-,-,-,-,-,-,-,-,-,"[{2.222239367328947: 0.006, 3.610415183450632: 0.038, 4.998590999572318: 0.099, 6.386766815694004: 0.187, 7.774942631815689: 0.263, 9.163118447937375: 0.24, 10.55129426405906: 0.118, 11.939470080180744: 0.034, 13.327645896302432: 0.01, 14.715821712424116: 0.005, 'ID': 'non-freeway', 'start': 767495, 'end': 717450}]","[{0.015601315768998703: 0.04938271604938271, 3.8956787091736995: 0.09362139917695474, 7.7757561025784: 0.1646090534979424, 11.655833495983101: 0.1831275720164609, 15.535910889387802: 0.205761316872428, 19.415988282792505: 0.15534979423868311, 23.296065676197202: 0.08436213991769548, 27.176143069601906: 0.033950617283950615, 31.056220463006603: 0.0257201646090535, 34.93629785641131: 0.00411522633744856, 'ID': 'non-freeway', 'start': 767495, 'end': 773062}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{0.03903981840066173: 0.07513227513227513, 4.253514583149397: 0.11746031746031746, 8.467989347898133: 0.16296296296296298, 12.682464112646867: 0.19153439153439153, 16.896938877395606: 0.17777777777777778, 21.111413642144342: 0.13227513227513227, 25.32588840689307: 0.08571428571428572, 29.540363171641808: 0.0328042328042328, 33.754837936390544: 0.01798941798941799, 37.96931270113928: 0.006349206349206349, 'ID': 'non-freeway', 'start': 767495, 'end': 773927}]",-,-,"[{0.051784688743893525: 0.03779366700715015, 4.940566583287064: 0.10316649642492338, 9.829348477830235: 0.17160367722165476, 14.718130372373405: 0.25025536261491316, 19.606912266916577: 0.1930541368743616, 24.49569416145975: 0.13993871297242083, 29.384476056002917: 0.07150153217568948, 34.27325795054609: 0.02247191011235955, 39.16203984508926: 0.007150153217568948, 44.05082173963243: 0.0030643513789581204, 'ID': 'non-freeway', 'start': 767495, 'end': 773906}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
762347,-,-,-,-,-,-,"[{18.199999999999932: 0.0, 4.901256732495494: 0.0, 2.8319502074688687: 0.0, 1.9912472647702333: 0.0, 1.535433070866136: 0.0, 1.2494279176201324: 0.012896825396825396, 1.0532407407407367: 0.30505952380952384, 0.910303434478156: 0.4211309523809524, 0.8015267175572489: 0.26091269841269843, 0.715971675845788: 0.0, 'ID': 'freeway', 'start': 762347, 'end': 716899}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{0.027637797510141837: 0.15430622009569378, 3.994271571445173: 0.18301435406698566, 7.960905345380204: 0.17583732057416268, 11.927539119315234: 0.17583732057416268, 15.894172893250266: 0.1303827751196172, 19.860806667185297: 0.09569377990430622, 23.827440441120327: 0.05143540669856459, 27.79407421505536: 0.022727272727272728, 31.76070798899039: 0.009569377990430622, 35.72734176292542: 0.0011961722488038277, 'ID': 'non-freeway', 'start': 762347, 'end': 773362}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
716899,-,-,-,-,-,-,-,"[{184.39999999999998: 0.0, 49.658886894075394: 0.0, 28.69294605809128: 0.0, 20.175054704595183: 0.0, 15.55680539932508: 0.0, 12.659038901601829: 0.012896825396825396, 10.671296296296294: 0.29464285714285715, 9.223074358119373: 0.41121031746031744, 8.120963006459188: 0.28125, 7.254130605822186: 0.0, 'ID': 'freeway', 'start': 716899, 'end': 715933}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{6.091531405156985: 0.011, 6.808822066874286: 0.052, 7.526112728591587: 0.135, 8.243403390308888: 0.249, 8.96069405202619: 0.277, 9.677984713743491: 0.156, 10.395275375460791: 0.091, 11.112566037178093: 0.024, 11.829856698895394: 0.004, 12.547147360612694: 0.001, 'ID': 'non-freeway', 'start': 716899, 'end': 717439}]","[{0.1534409770634202: 0.046511627906976744, 2.68060178022155: 0.1102123356926188, 5.2077625833796795: 0.1870576339737108, 7.734923386537809: 0.27603640040444893, 10.262084189695939: 0.20728008088978767, 12.789244992854067: 0.1122345803842265, 15.316405796012198: 0.0455005055611729, 17.84356659917033: 0.011122345803842264, 20.370727402328455: 0.003033367037411527, 22.897888205486588: 0.0010111223458038423, 'ID': 'non-freeway', 'start': 716899, 'end': 773363}]","[{0.011532439352880175: 0.1431924882629108, 4.379296600004715: 0.18544600938967137, 8.74706076065655: 0.20539906103286384, 13.114824921308387: 0.18896713615023475, 17.48258908196022: 0.12323943661971831, 21.850353242612055: 0.0715962441314554, 26.218117403263893: 0.04812206572769953, 30.585881563915727: 0.02464788732394366, 34.953645724567565: 0.005868544600938967, 39.321409885219396: 0.0035211267605633804, 'ID': 'non-freeway', 'start': 716899, 'end': 773362}]","[{0.007634847296101199: 0.11507479861910241, 3.999017303877226: 0.15765247410817032, 7.9903997604583505: 0.19677790563866512, 11.981782217039475: 0.1806674338319908, 15.9731646736206: 0.13463751438434982, 19.964547130201723: 0.08515535097813579, 23.95592958678285: 0.07249712313003452, 27.947312043363972: 0.031070195627157654, 31.9386944999451: 0.01726121979286536, 35.93007695652622: 0.009205983889528193, 'ID': 'non-freeway', 'start': 716899, 'end': 766211}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{0.13069586373151765: 0.04383282364933741, 6.133699406499313: 0.12232415902140673, 12.136702949267109: 0.21712538226299694, 18.139706492034904: 0.22324159021406728, 24.1427100348027: 0.199796126401631, 30.145713577570497: 0.12334352701325178, 36.14871712033829: 0.05402650356778797, 42.15172066310609: 0.01529051987767584, 48.15472420587388: 0.0, 54.157727748641676: 0.0010193679918450561, 'ID': 'non-freeway', 'start': 716899, 'end': 760330}]","[{0.21376384049825248: 0.020263424518743668, 4.494451759267042: 0.06180344478216818, 8.775139678035831: 0.12968591691995948, 13.05582759680462: 0.17426545086119555, 17.33651551557341: 0.22391084093211752, 21.6172034343422: 0.1894630192502533, 25.89789135311099: 0.11651469098277609, 30.178579271879777: 0.0547112462006079, 34.45926719064857: 0.02127659574468085, 38.73995510941736: 0.008105369807497468, 'ID': 'non-freeway', 'start': 716899, 'end': 716470}]","[{0.02703207202326041: 0.08966244725738397, 4.687862345475044: 0.13818565400843882, 9.348692618926828: 0.1719409282700422, 14.009522892378612: 0.189873417721519, 18.670353165830395: 0.17932489451476794, 23.331183439282178: 0.10654008438818566, 27.992013712733964: 0.06540084388185655, 32.652843986185744: 0.039029535864978905, 37.31367425963753: 0.016877637130801686, 41.974504533089316: 0.0031645569620253164, 'ID': 'non-freeway', 'start': 716899, 'end': 760358}]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{14.629571335702188: 0.001, 15.982870329665024: 0.017, 17.33616932362786: 0.041, 18.689468317590695: 0.136, 20.042767311553533: 0.232, 21.39606630551637: 0.241, 22.749365299479205: 0.217, 24.10266429344204: 0.084, 25.455963287404877: 0.026, 26.809262281367715: 0.005, 'ID': 'non-freeway', 'start': 716899, 'end': 717831}]",-,"[{0.1053101245252055: 0.12414578587699317, 4.030768139361239: 0.13439635535307518, 7.956226154197274: 0.17312072892938496, 11.881684169033308: 0.1765375854214123, 15.807142183869342: 0.15831435079726652, 19.732600198705377: 0.1082004555808656, 23.65805821354141: 0.06264236902050115, 27.58351622837744: 0.03644646924829157, 31.50897424321348: 0.014806378132118452, 35.43443225804951: 0.011389521640091117, 'ID': 'non-freeway', 'start': 716899, 'end': 717857}]",-,-,-,-,-,"[{0.10738173011967156: 0.08016877637130802, 5.187839276692613: 0.1571729957805907, 10.268296823265555: 0.20042194092827004, 15.348754369838497: 0.20253164556962025, 20.42921191641144: 0.17827004219409281, 25.509669462984377: 0.10232067510548523, 30.59012700955732: 0.05168776371308017, 35.67058455613026: 0.0189873417721519, 40.7510421027032: 0.004219409282700422, 45.83149964927615: 0.004219409282700422, 'ID': 'non-freeway', 'start': 716899, 'end': 764001}]","[{0.058679137692518424: 0.07545164718384698, 4.838814693879002: 0.12964930924548354, 9.618950250065486: 0.1594048884165781, 14.399085806251971: 0.18809776833156217, 19.179221362438454: 0.19234856535600425, 23.959356918624938: 0.12008501594048884, 28.739492474811424: 0.07863974495217853, 33.51962803099791: 0.03400637619553666, 38.29976358718439: 0.01700318809776833, 43.07989914337088: 0.005313496280552604, 'ID': 'non-freeway', 'start': 716899, 'end': 717842}]",-,-,-,-,-,-,-,-,-,-
